"thumb","url","text","likes","comments","shares"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid02eCzXBofwF7HGEFFpBnxzJcoMWqxMMTJBb1of8CvbbPaTNBhMXmxaHcXgKk1R6v8Dl","কত ফিট উঠলাম জীবনযুদ্ধে !","429","6","0"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid02rihBvXtLG2shuntz873Mt3HwTT2apbPZCYWdq3mxKXZpqHNQwZ2dDtRCBfTQ9Pwhl","কত ফিট উঠলাম জীবনযুদ্ধে !","349","6","1"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid022KSvvxRYXCEsbq4QMBGqsaGcR7vCs1zWNRY9ghdn78hLZV782gvXaSLrZVb7Jensl","knowing when to draw a line in vulgarity ,often creates  Art","163","1","1"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid02nSgFaGt9w2MGXJEyLbfBJFfXsLoaGWEqfTATU24Rz2dBQpgsmHVd9aAVGAYa9oGil","মূল্যস্ফীতি কমানোতে মনোযোগ বাড়ান","930","24","5"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid08vEK8XfmtKX1H8nEHwtPvF8kZpteXbJddPFBLvU43REBWSLoDVQSrTzZN8mUfbjkl","পাল্লা দিয়ে সবসময় শুধু নিজের সাফল্য,গ্ল্যামার,ক্ষমতা বা পয়সার প্রদর্শন করাটা অরুচিকর।","913","6","38"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid02KaFQxCpE6gd9Yv8oo8Rc1kqEL1J7btxgZD7wYgAuCztftYsBs5zVwY16CmGLASzLl","চাহিদা আর লোভের মাঝখানে একটা সার্কিট ব্রেকার থাকা খুব জরুরী","995","17","42"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid0Sc3KpBtr4WKMeoFHCkchexoeWgTWnvd72ux7tZus2ys9U53tFd2Cw6GZbqVtrXPql","Somewhere North","3380","15","0"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid0aD96xmGZkGULJnv8pjUwJF7YYkh1vTimUgXfkBpMmDXqG6cL5ZxboyqtnCNUNsUAl","এখন যদি একটা জরিপ চালানো হয় যে “আপনি কি ইগোইস্টিক বা আপনার মধ্যে কি ইগো অনেক বেশী?” তাহলে দেখবেন প্রায় সবাই বলবে আমি একদমই ইগোইস্টিক না। এবার যদি প্রশ্ন করা হয় “আপনার মধ্যে কি সেলফ রেসপেক্ট বোধ আছে?” প্রায় সবাই বলে উঠবে “আমার মধ্যে ইগো নেই তবে সেলফ রেস্পেক্ট অনেক আছে”। এ জায়গাটাতেই ভুল।বেশীরভাগ মানুষেরই সেলফ রেসপেক্টের চেয়ে ইগোর ভাগটাই বেশী। ইগো এবং সেলফ রেসপেক্টের মাঝে যে অতি সূক্ষ্ম সীমারেখা আছে সেটাই আমরা ধরতে পারি না। এজন্যেই কোন কোন ক্ষেত্রে আমরা বুঝতেই পারি না যে আমরা ইগোইস্টিক।

আমাদের মধ্যে দেখবেন অনেকেই বলে “আমি সবার সাথে মিশি না। আমার মনের সাথে না মিললে তার সাথে টাইম স্পেন্ড করি না”। এই মনের সাথে না মিলার অনেক কারণ থাকতে পারে। কিন্তু সবচেয়ে বড় কারণ হচ্ছে কোন কোন বিষয়ে মতের অমিল। কেউ যখন আমাদের কোন মতের সাথে দ্বিমত পোষণ করে তখনই আমরা সেটা আর মেনে নিতে পারি না। এভাবে কয়েকটা বিষয়ে মতের অমিলের পরেই আমাদের  সম্পর্কে টানাপড়েন শুরু হয়। এর পিছনে কিন্তু আত্মসম্মানবোধ না; সেই ইগো। কারণ আত্মসম্মানবোধ সম্পন্ন মানুষ অন্যের দ্বিমতকে মেনে নিতে পারে।

আমরা যে ইগোইস্টিক তার কয়েকটা প্রমাণ হচ্ছে আমরা খেলায় যে দলকে সমর্থন করি তার শ্রেষ্ঠত্ব প্রমাণ করার চেষ্টায় থাকি, যে খেলোয়াড়কে পছন্দ করি তাকে শ্রেষ্ঠ হিসাবে দাবী করতেই থাকি, যে রাজনৈতিক দলকে সমর্থন করি তার শত ভুলও আমরা মেনে নিয়ে সে দল বা মতবাদকে সমর্থন করতেই থাকি। কারণ ইগোইস্টিক মানুষেরা মানতেই চায় না যে তারা কোন ভুল চিন্তা করে বা ভুল সিদ্ধান্ত নিতে পারে। তাই আমার মতের বিরোধিতা করে বলে আমি যদি কারো সাথে কম্ফোর্টেবল হতে না পারি তাহলে সেটা আমার ইগো,আত্মসম্মানবোধ না।

অনেককেই মাঝে মাঝে বলতে শুনি, “আমি যা আমি তাই, হয় সেটা মেনে নাও নাহলে চলে যাও। অথবা হালকা ইগো বা অহংকার থাকা খারাপ না”। প্রকৃতপক্ষে এটা কোন ভালো থিওরি না, এটাও ইগোইস্টিক থিওরি। ইগো হচ্ছে অযোগ্য মানুষের অলংকার।সেটা যত অল্প পরিমানেরই হোক না কেন। কোন জ্ঞানী মানুষ অহংকারী হতে পারে না। যে যত জ্ঞানী সে তত বিনয়ী। এ বিষয়ে বিখ্যাত বিজ্ঞানী আইনস্টাইনের দারুণ একটা ইকুয়েশন আছে।

Ego = 1/knowledge (কোন মানুষের নলেজ শূন্য হতে পারে না) অর্থাৎ যার জ্ঞান যত বেশী তার ইগো তত কম বা যার জ্ঞান যত কম তার ইগো তত বেশী। আমাদের  সবার আত্মসম্মানবোধ থাকা উচিৎ; তবে সেটাকে ইগোর সাথে গুলিয়ে ফেলে না।আর আমাদের উচিৎ জ্ঞানার্জন করা। কারণ আমরা যত জ্ঞানী হব তত বুঝবো যে আমরা কত তুচ্ছ।

By Sakib Rayhan","312","2","16"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid02uR5mXzJhXNoh8uTYz2yT3fqAgh39mU71FSYYL6xFsKt3TyPrpE5bMA8Lr9G4s1jxl","ছেলে কি করে ?","1051","9","211"
,"https://www.facebook.com/Muhammad.Solaiman/posts/pfbid02eawh8YNdr7VNaJeDumBkf6gGEwgfqXi82ncSkVofLvFfeH94RiGj4V5hGTzVgg5Pl","Car talk for NAGAD customers","2921","8","2"
